;year;hour;season;holiday;workingday;weather;temp;atemp;humidity;windspeed;count
3379;2011;13;autumn;no;1;moderate;24.6;29.545;73;12.998;180
3380;2011;14;autumn;no;1;moderate;13.94;15.15;49;26.0027;110
3381;2012;20;summer;no;1;good;30.34;34.85;66;12.998;500
3382;2011;17;autumn;no;0;good;23.78;27.275;32;19.0012;441
3383;2011;9;winter;no;0;good;16.4;20.455;16;43.9989;55
3384;2011;22;autumn;no;0;good;9.02;13.635;55;0.0;43
3385;2011;6;summer;no;0;moderate;26.24;28.03;94;7.0015;6
3386;2011;15;spring;no;0;good;24.6;31.06;38;16.9979;378
3387;2011;16;autumn;no;1;good;23.78;27.275;56;22.0028;309
3388;2012;9;spring;no;1;moderate;26.24;28.79;83;15.0013;298
3389;2011;4;summer;no;0;good;18.86;22.725;72;8.9981;5
3390;2012;20;autumn;no;1;moderate;18.86;22.725;77;0.0;300
3391;2012;10;summer;no;1;good;32.8;37.88;55;0.0;181
3392;2011;8;winter;no;1;good;4.92;8.335;68;0.0;158
3393;2011;13;winter;no;1;moderate;9.84;9.85;32;30.0026;50
3394;2011;9;summer;no;0;good;28.7;33.335;74;16.9979;181
3395;2012;20;autumn;no;1;bad;15.58;19.695;76;7.0015;241
3396;2012;7;autumn;no;1;moderate;10.66;12.88;60;12.998;369
3397;2011;13;spring;no;1;moderate;29.52;33.335;54;16.9979;151
3398;2012;19;spring;no;1;good;28.7;31.82;42;11.0014;467
3399;2012;22;winter;no;1;good;10.66;13.635;56;7.0015;102
3400;2011;17;winter;no;1;good;8.2;9.85;40;12.998;175
3401;2012;12;summer;no;0;good;34.44;38.635;47;7.0015;489
3402;2012;22;summer;no;1;bad;27.06;12.12;83;12.998;213
3403;2011;17;winter;no;1;good;10.66;15.15;22;0.0;202
3404;2012;11;spring;no;1;good;25.42;31.06;43;0.0;334
3405;2012;16;summer;no;1;good;31.16;34.09;48;12.998;431
3406;2012;3;spring;no;0;moderate;21.32;25.0;59;8.9981;45
3407;2011;1;spring;no;1;bad;28.7;32.575;65;15.0013;23
3408;2011;9;autumn;no;1;good;22.14;25.76;60;19.9995;219
3409;2011;8;summer;no;0;good;18.86;22.725;72;16.9979;69
3410;2012;18;winter;no;0;good;13.94;15.91;46;15.0013;181
3411;2012;5;summer;no;0;good;28.7;33.335;84;15.0013;17
3412;2011;11;winter;no;1;good;11.48;13.635;52;15.0013;89
3413;2011;15;spring;yes;0;good;22.14;25.76;52;30.0026;162
3414;2011;10;winter;no;1;good;21.32;25.0;53;19.0012;117
3415;2011;12;autumn;no;0;good;16.4;20.455;35;19.0012;311
3416;2012;13;winter;no;0;good;18.04;21.97;44;12.998;445
3417;2011;22;autumn;no;0;moderate;14.76;17.425;93;15.0013;70
3418;2011;6;winter;no;1;moderate;6.56;9.85;74;6.0032;29
3419;2012;7;summer;no;1;moderate;28.7;33.335;74;8.9981;502
3420;2011;11;spring;no;0;moderate;16.4;20.455;47;11.0014;198
3421;2011;15;spring;no;1;moderate;24.6;31.06;43;12.998;176
3422;2012;4;winter;no;0;good;13.12;15.15;49;16.9979;6
3423;2012;11;winter;no;1;moderate;13.94;17.425;87;7.0015;75
3424;2011;22;summer;no;0;good;28.7;33.335;89;12.998;103
3425;2011;2;spring;no;0;good;22.14;25.76;56;12.998;59
3426;2012;23;summer;no;1;good;22.14;25.76;68;7.0015;109
3427;2011;11;autumn;no;1;bad;13.12;15.15;66;22.0028;97
3428;2012;6;winter;no;1;bad;12.3;14.395;75;16.9979;57
3429;2012;3;autumn;no;1;good;10.66;13.635;60;8.9981;10
3430;2011;18;summer;no;0;good;33.62;37.12;43;19.0012;363
3431;2012;9;autumn;no;1;good;13.12;14.395;31;23.9994;275
3432;2012;18;summer;no;1;good;25.42;31.06;35;19.9995;968
3433;2012;1;summer;no;1;good;28.7;32.575;65;7.0015;41
3434;2011;0;summer;no;1;moderate;32.8;37.12;49;11.0014;43
3435;2011;14;winter;no;0;good;9.02;9.09;32;31.0009;72
3436;2011;15;autumn;no;0;good;27.88;31.82;51;11.0014;407
3437;2011;6;spring;no;1;moderate;18.86;22.725;100;15.0013;61
3438;2012;21;autumn;yes;0;moderate;16.4;20.455;76;15.0013;151
3439;2012;1;summer;no;1;good;29.52;33.335;58;0.0;14
3440;2012;13;autumn;no;1;moderate;20.5;24.24;67;8.9981;238
3441;2011;0;autumn;no;1;good;18.86;22.725;59;19.0012;30
3442;2012;6;summer;no;1;good;20.5;24.24;72;6.0032;205
3443;2012;1;spring;no;1;moderate;21.32;25.0;59;15.0013;9
3444;2012;12;summer;no;1;good;32.8;34.85;33;7.0015;343
3445;2011;7;summer;no;1;good;29.52;34.09;62;19.9995;267
3446;2011;15;winter;no;1;good;18.86;22.725;28;27.9993;117
3447;2011;4;spring;no;1;good;23.78;27.275;83;8.9981;5
3448;2011;11;winter;no;1;moderate;11.48;15.15;87;6.0032;52
3449;2012;12;winter;yes;0;good;11.48;13.635;36;16.9979;202
3450;2012;22;autumn;no;0;moderate;13.12;16.665;57;7.0015;145
3451;2011;22;spring;no;1;good;17.22;21.21;67;12.998;99
3452;2011;5;autumn;no;1;good;17.22;21.21;82;0.0;27
3453;2012;6;winter;no;1;good;12.3;16.665;70;0.0;92
3454;2012;7;spring;no;0;good;20.5;24.24;63;7.0015;46
3455;2011;16;winter;no;1;good;18.86;22.725;31;26.0027;122
3456;2011;13;spring;no;0;good;32.8;37.88;55;12.998;387
3457;2012;17;autumn;no;1;good;18.04;21.97;35;19.0012;605
3458;2012;23;autumn;no;0;moderate;14.76;17.425;62;8.9981;119
3459;2012;16;spring;no;0;good;22.14;25.76;19;26.0027;615
3460;2011;14;summer;no;1;good;30.34;34.09;55;6.0032;151
3461;2011;20;winter;no;0;moderate;16.4;20.455;87;16.9979;36
3462;2012;13;autumn;no;1;moderate;16.4;20.455;58;11.0014;248
3463;2011;20;summer;no;1;good;28.7;32.575;51;15.0013;343
3464;2011;16;summer;no;1;moderate;27.06;29.545;89;0.0;141
3465;2012;2;winter;no;0;good;10.66;12.12;41;16.9979;42
3466;2012;13;spring;no;0;moderate;18.04;21.97;62;12.998;464
3467;2012;13;summer;no;1;moderate;31.98;35.605;49;12.998;294
3468;2012;11;autumn;no;0;moderate;14.76;17.425;87;8.9981;295
3469;2012;12;summer;no;0;good;31.16;33.335;37;12.998;654
3470;2012;6;spring;no;0;moderate;20.5;24.24;77;12.998;36
3471;2011;7;winter;no;1;good;6.56;9.09;80;8.9981;83
3472;2012;10;summer;yes;0;good;32.8;36.365;46;0.0;447
3473;2011;15;winter;no;0;good;19.68;23.485;39;22.0028;304
3474;2011;1;winter;no;1;good;18.04;21.97;72;15.0013;8
3475;2011;2;winter;no;1;good;13.94;15.15;71;19.9995;8
3476;2012;3;spring;no;0;moderate;22.14;25.76;64;8.9981;28
3477;2012;6;autumn;no;1;good;12.3;14.395;39;15.0013;124
3478;2011;16;autumn;no;0;good;11.48;13.635;48;16.9979;234
3479;2012;7;summer;no;1;moderate;26.24;28.79;83;8.9981;487
3480;2011;23;autumn;no;1;good;10.66;14.395;70;6.0032;73
3481;2012;11;winter;no;1;moderate;22.14;25.76;60;31.0009;204
3482;2012;2;autumn;no;0;good;13.12;16.665;87;7.0015;70
3483;2011;7;autumn;no;1;bad;22.96;26.515;88;12.998;147
3484;2012;7;summer;no;1;good;26.24;28.79;89;7.0015;486
3485;2011;5;autumn;yes;0;good;12.3;14.395;49;16.9979;13
3486;2012;21;summer;no;0;good;31.16;36.365;70;8.9981;207
3487;2011;14;winter;no;1;moderate;15.58;19.695;20;0.0;72
3488;2011;11;summer;no;1;good;34.44;37.12;39;11.0014;165
3489;2012;12;winter;no;0;good;5.74;3.79;39;43.0006;140
3490;2011;6;winter;no;1;good;8.2;12.88;59;0.0;45
3491;2011;4;winter;no;0;good;9.84;14.395;75;0.0;1
3492;2012;13;spring;no;0;good;28.7;31.82;37;8.9981;704
3493;2011;14;autumn;no;0;good;17.22;21.21;32;19.9995;349
3494;2012;8;winter;no;0;good;4.92;6.06;54;15.0013;36
3495;2011;8;autumn;no;1;bad;22.14;25.76;70;32.9975;210
3496;2012;14;spring;no;1;moderate;23.78;27.275;46;11.0014;276
3497;2011;11;autumn;no;1;good;11.48;13.635;52;16.9979;106
3498;2012;22;autumn;no;1;good;10.66;14.395;60;6.0032;148
3499;2012;23;spring;no;1;good;17.22;21.21;35;12.998;94
3500;2011;16;autumn;no;1;bad;19.68;23.485;94;7.0015;123
3501;2011;7;winter;no;0;good;16.4;20.455;50;22.0028;13
3502;2011;6;spring;no;0;moderate;16.4;20.455;82;6.0032;13
3503;2011;5;autumn;no;1;moderate;14.76;18.18;76;7.0015;21
3504;2011;17;summer;no;0;good;30.34;34.09;55;15.0013;460
3505;2012;9;autumn;no;0;good;14.76;17.425;66;12.998;259
3506;2011;20;winter;no;1;good;24.6;31.06;31;12.998;124
3507;2012;16;spring;no;1;good;27.06;31.06;39;31.0009;448
3508;2012;7;summer;no;0;moderate;25.42;30.305;69;8.9981;41
3509;2012;19;summer;no;0;moderate;27.06;29.545;89;7.0015;275
3510;2011;11;summer;no;0;bad;27.06;31.06;69;19.0012;194
3511;2011;14;autumn;no;0;good;17.22;21.21;62;8.9981;323
3512;2011;8;spring;no;1;moderate;20.5;24.24;68;8.9981;351
3513;2011;1;autumn;no;1;bad;18.86;22.725;94;6.0032;5
3514;2011;6;autumn;no;1;moderate;14.76;18.94;71;0.0;94
3515;2012;2;spring;no;0;good;15.58;19.695;66;8.9981;56
3516;2012;15;winter;no;1;good;13.12;15.15;36;19.9995;134
3517;2012;23;summer;no;1;bad;24.6;25.76;94;16.9979;70
3518;2011;14;autumn;yes;0;good;15.58;19.695;37;31.0009;247
3519;2012;7;winter;no;0;moderate;12.3;16.665;52;0.0;24
3520;2011;15;summer;no;1;good;35.26;37.12;30;22.0028;194
3521;2011;17;summer;no;1;good;36.08;40.91;44;19.0012;428
3522;2012;17;spring;no;1;good;29.52;32.575;32;32.9975;857
3523;2011;5;autumn;no;1;good;9.02;12.88;80;6.0032;23
3524;2011;8;summer;no;1;good;26.24;29.545;78;22.0028;355
3525;2011;22;summer;no;1;moderate;27.06;31.06;65;8.9981;160
3526;2012;18;autumn;no;0;bad;16.4;20.455;82;12.998;106
3527;2011;14;spring;no;1;good;25.42;31.06;41;15.0013;162
3528;2011;7;spring;no;1;good;22.96;26.515;52;27.9993;365
3529;2012;6;winter;no;0;good;10.66;13.635;75;7.0015;7
3530;2011;8;spring;no;0;good;27.06;30.305;78;6.0032;131
3531;2012;5;winter;no;1;good;7.38;10.605;80;7.0015;17
3532;2012;20;autumn;no;0;good;14.76;17.425;66;11.0014;129
3533;2011;11;winter;no;0;good;12.3;13.635;28;22.0028;114
3534;2011;7;winter;no;1;moderate;6.56;11.365;55;0.0;99
3535;2012;17;spring;no;1;good;21.32;25.0;23;27.9993;655
3536;2011;23;autumn;no;1;bad;18.86;22.725;100;11.0014;53
3537;2012;3;autumn;no;0;moderate;13.94;16.665;87;12.998;38
3538;2012;2;summer;no;0;good;33.62;38.635;52;7.0015;70
3539;2012;7;spring;no;1;good;22.96;26.515;88;0.0;356
3540;2012;1;spring;no;1;moderate;20.5;24.24;63;8.9981;21
3541;2011;9;summer;no;0;good;30.34;34.85;66;6.0032;169
3542;2012;17;autumn;no;1;good;28.7;31.82;42;11.0014;900
3543;2012;10;autumn;no;1;good;12.3;14.395;49;12.998;230
3544;2012;5;winter;no;1;moderate;8.2;11.365;64;6.0032;21
3545;2011;21;winter;no;1;good;14.76;17.425;46;12.998;92
3546;2011;23;summer;no;1;good;27.06;31.06;50;11.0014;127
3547;2012;3;autumn;no;1;moderate;10.66;12.88;81;12.998;5
3548;2011;2;autumn;no;0;moderate;11.48;13.635;56;15.0013;58
3549;2011;4;spring;no;1;good;25.42;28.79;83;0.0;6
3550;2011;11;spring;no;1;moderate;16.4;20.455;62;26.0027;98
3551;2011;14;winter;no;0;good;11.48;13.635;36;16.9979;91
3552;2012;1;autumn;no;1;good;12.3;15.91;75;7.0015;30
3553;2012;10;summer;no;1;good;29.52;34.09;66;6.0032;236
3554;2011;5;summer;no;1;good;26.24;29.545;78;6.0032;16
3555;2012;4;autumn;no;0;good;22.14;25.76;83;16.9979;11
3556;2012;11;winter;no;0;good;8.2;9.85;40;12.998;178
3557;2011;8;summer;no;1;good;26.24;30.305;73;8.9981;391
3558;2012;9;spring;no;1;moderate;20.5;24.24;82;15.0013;350
3559;2012;5;autumn;no;1;moderate;14.76;18.94;81;0.0;41
3560;2011;0;spring;no;0;moderate;15.58;19.695;87;6.0032;53
3561;2012;19;winter;no;0;good;18.86;22.725;33;11.0014;225
3562;2011;16;autumn;no;0;good;13.12;14.395;31;26.0027;241
3563;2011;23;autumn;no;1;moderate;16.4;20.455;82;7.0015;54
3564;2011;6;winter;no;1;good;4.92;7.575;93;8.9981;16
3565;2012;3;spring;no;1;good;17.22;21.21;41;19.9995;5
3566;2012;19;spring;no;0;moderate;26.24;31.06;36;11.0014;439
3567;2012;14;spring;no;1;good;22.14;25.76;24;12.998;224
3568;2012;4;autumn;no;1;moderate;12.3;14.395;52;16.9979;16
3569;2011;1;spring;no;0;good;17.22;21.21;67;15.0013;31
3570;2012;10;winter;no;1;moderate;10.66;13.635;48;8.9981;124
3571;2012;22;autumn;no;1;good;16.4;20.455;47;19.9995;160
3572;2012;18;spring;no;1;good;22.14;25.76;22;27.9993;704
3573;2011;10;winter;no;1;good;9.84;10.605;60;19.9995;58
3574;2011;17;summer;no;1;good;30.34;33.335;51;19.0012;530
3575;2012;1;summer;no;0;good;22.96;26.515;73;15.0013;124
3576;2012;17;spring;no;1;good;30.34;33.335;48;6.0032;681
3577;2011;19;autumn;no;1;moderate;14.76;17.425;53;11.0014;251
3578;2012;10;spring;no;1;good;26.24;31.06;41;31.0009;187
3579;2011;23;winter;no;1;good;5.74;7.575;59;11.0014;18
3580;2012;10;autumn;no;1;bad;14.76;17.425;62;12.998;146
3581;2012;14;autumn;no;1;moderate;13.12;14.395;53;23.9994;161
3582;2011;9;spring;no;1;bad;13.94;15.15;93;23.9994;40
3583;2012;8;winter;no;0;good;10.66;13.635;87;7.0015;14
3584;2011;16;summer;no;0;moderate;28.7;33.335;74;19.0012;281
3585;2011;1;autumn;no;1;good;18.04;21.97;88;0.0;28
3586;2011;7;winter;no;0;good;9.84;11.365;70;12.998;23
3587;2011;9;spring;no;1;good;28.7;32.575;58;11.0014;188
3588;2011;23;summer;no;1;good;27.88;31.82;83;15.0013;98
3589;2012;22;autumn;no;1;moderate;20.5;24.24;63;19.9995;181
3590;2012;8;autumn;no;0;moderate;10.66;14.395;93;6.0032;93
3591;2012;1;summer;no;0;good;25.42;29.545;78;8.9981;113
3592;2012;14;spring;no;0;good;29.52;32.575;30;6.0032;730
3593;2012;1;autumn;no;0;good;13.94;16.665;53;8.9981;146
3594;2012;20;summer;no;0;good;29.52;35.605;84;6.0032;356
3595;2011;10;summer;no;1;good;33.62;38.635;52;11.0014;123
3596;2012;2;winter;no;0;bad;14.76;18.18;93;6.0032;38
3597;2011;12;winter;no;1;good;13.12;15.15;43;11.0014;97
3598;2012;7;summer;no;1;moderate;22.96;26.515;88;0.0;454
3599;2011;7;winter;no;1;good;9.84;12.12;75;11.0014;119
3600;2011;4;spring;no;1;good;13.94;18.18;76;0.0;9
3601;2012;6;autumn;no;0;good;9.84;12.12;87;8.9981;27
3602;2011;10;winter;no;1;moderate;13.12;15.15;57;19.9995;78
3603;2011;6;spring;no;0;good;28.7;32.575;61;8.9981;40
3604;2011;12;summer;no;1;good;35.26;37.12;30;19.0012;157
3605;2012;10;winter;no;0;good;10.66;11.365;35;27.9993;223
3606;2012;16;winter;no;0;good;9.84;11.365;38;15.0013;206
3607;2011;20;winter;no;0;good;13.12;14.395;28;35.0008;47
3608;2012;19;summer;no;1;good;27.88;31.82;57;11.0014;579
3609;2011;15;autumn;no;0;good;25.42;31.06;35;26.0027;412
3610;2011;5;spring;no;1;good;21.32;25.0;88;8.9981;14
3611;2011;9;spring;no;0;good;23.78;27.275;83;16.9979;134
3612;2011;17;winter;no;0;good;17.22;21.21;28;22.0028;125
3613;2012;9;spring;no;1;good;25.42;31.06;53;11.0014;382
3614;2012;10;summer;yes;0;moderate;30.34;35.605;74;15.0013;359
3615;2012;20;spring;no;0;good;24.6;30.305;64;12.998;276
3616;2012;7;summer;no;1;good;22.14;25.76;77;0.0;571
3617;2011;3;autumn;no;1;good;16.4;20.455;82;7.0015;6
3618;2011;19;autumn;no;1;good;22.14;25.76;39;22.0028;248
3619;2012;0;autumn;no;0;moderate;14.76;18.94;62;0.0;110
3620;2012;13;summer;no;0;moderate;31.16;35.605;62;6.0032;591
3621;2012;16;autumn;no;1;good;18.04;21.97;41;31.0009;363
3622;2012;10;summer;no;1;good;32.8;36.365;43;16.9979;174
3623;2012;4;winter;no;1;good;13.94;16.665;61;12.998;3
3624;2012;17;summer;no;1;bad;31.16;36.365;66;16.9979;812
3625;2012;4;autumn;no;0;moderate;18.04;21.97;54;16.9979;11
3626;2012;9;spring;no;0;good;26.24;31.06;57;11.0014;340
3627;2011;14;winter;no;0;good;12.3;14.395;39;19.0012;118
3628;2012;8;summer;no;0;good;27.06;31.06;54;15.0013;119
3629;2012;2;winter;no;1;good;10.66;14.395;52;6.0032;16
3630;2011;3;summer;no;1;good;29.52;34.09;62;0.0;3
3631;2011;1;summer;no;1;moderate;31.98;35.605;52;11.0014;16
3632;2012;16;spring;no;0;good;30.34;32.575;30;7.0015;642
3633;2011;2;winter;no;1;bad;5.74;7.575;80;8.9981;3
3634;2011;8;spring;no;1;good;17.22;21.21;50;16.9979;440
3635;2012;18;spring;no;0;good;28.7;31.82;42;16.9979;479
3636;2011;17;summer;yes;0;moderate;27.06;29.545;89;7.0015;114
3637;2011;4;autumn;no;1;good;22.96;26.515;94;12.998;8
3638;2011;5;summer;no;1;good;27.06;31.06;74;8.9981;26
3639;2012;0;summer;no;1;good;27.88;12.12;57;11.0014;88
3640;2011;23;summer;no;1;good;25.42;28.79;83;7.0015;69
3641;2011;4;spring;no;1;bad;20.5;24.24;88;11.0014;5
3642;2011;8;summer;no;1;good;30.34;34.85;66;19.0012;420
3643;2011;2;summer;no;0;moderate;25.42;29.545;78;12.998;76
3644;2011;13;spring;no;1;good;30.34;32.575;28;19.0012;189
3645;2011;15;autumn;no;1;good;22.96;26.515;60;16.9979;208
3646;2012;8;autumn;no;0;good;13.94;17.425;53;7.0015;174
3647;2011;2;winter;no;0;moderate;8.2;11.365;75;6.0032;20
3648;2012;21;summer;no;1;moderate;24.6;27.275;88;12.998;207
3649;2011;18;autumn;no;1;good;13.94;18.18;61;0.0;318
3650;2012;11;spring;no;1;good;21.32;25.0;48;35.0008;256
3651;2011;8;summer;no;1;good;30.34;34.85;66;0.0;392
3652;2012;8;summer;no;1;moderate;27.06;30.305;83;36.9974;672
3653;2012;0;winter;yes;0;good;16.4;20.455;40;31.0009;39
3654;2011;1;spring;no;1;good;28.7;33.335;84;16.9979;17
3655;2012;4;autumn;no;1;good;18.04;21.97;88;15.0013;5
3656;2011;16;spring;no;1;good;28.7;31.82;37;27.9993;326
3657;2012;14;winter;no;1;good;21.32;25.0;36;22.0028;175
3658;2012;8;spring;no;0;good;13.94;15.91;34;16.9979;123
3659;2012;22;summer;no;0;good;34.44;41.665;59;12.998;220
3660;2011;22;winter;no;1;bad;6.56;8.335;80;11.0014;46
3661;2012;18;spring;no;1;good;27.06;31.06;41;16.9979;759
3662;2012;12;autumn;no;1;moderate;29.52;33.335;54;12.998;288
3663;2011;12;autumn;no;0;good;14.76;17.425;81;11.0014;329
3664;2012;21;spring;no;1;good;23.78;27.275;49;16.9979;265
3665;2011;19;autumn;no;0;good;9.02;11.365;55;12.998;105
3666;2012;17;spring;no;1;good;25.42;30.305;17;12.998;757
3667;2012;12;autumn;no;1;good;18.86;22.725;36;0.0;326
3668;2011;20;autumn;no;1;good;21.32;25.0;59;22.0028;221
3669;2011;20;autumn;yes;0;good;24.6;29.545;73;0.0;225
3670;2011;16;autumn;no;0;good;12.3;16.665;26;0.0;206
3671;2012;11;autumn;no;1;bad;23.78;27.275;94;8.9981;99
3672;2011;15;winter;no;0;good;17.22;21.21;44;32.9975;182
3673;2012;1;winter;no;0;good;18.86;22.725;82;8.9981;113
3674;2011;6;summer;no;1;good;25.42;30.305;65;11.0014;106
3675;2012;15;summer;no;1;good;31.98;38.635;70;12.998;245
3676;2012;20;winter;no;1;good;18.86;22.725;63;23.9994;180
3677;2012;0;winter;no;1;moderate;10.66;15.15;60;0.0;14
3678;2011;19;summer;no;1;good;30.34;33.335;51;15.0013;413
3679;2012;6;summer;no;1;good;26.24;29.545;78;7.0015;172
3680;2011;5;summer;no;0;good;18.86;22.725;72;11.0014;5
3681;2012;9;winter;no;1;moderate;10.66;15.15;100;0.0;283
3682;2012;8;summer;no;1;moderate;27.06;29.545;89;6.0032;618
3683;2012;22;summer;no;1;good;25.42;28.79;83;12.998;229
3684;2012;18;summer;no;1;good;31.16;35.605;62;19.9995;792
3685;2012;16;summer;no;1;good;29.52;32.575;39;6.0032;491
3686;2011;14;summer;no;1;good;30.34;33.335;51;11.0014;189
3687;2012;11;winter;no;1;good;22.96;26.515;68;11.0014;201
3688;2011;23;spring;no;0;good;20.5;24.24;59;7.0015;119
3689;2011;9;summer;no;1;moderate;31.16;36.365;70;19.9995;241
3690;2011;0;spring;no;1;good;20.5;24.24;55;15.0013;25
3691;2011;13;autumn;no;1;moderate;22.14;25.76;94;19.0012;106
3692;2012;20;spring;no;1;good;26.24;30.305;73;12.998;420
3693;2012;10;spring;no;1;good;18.04;21.97;33;0.0;219
3694;2012;21;summer;yes;0;good;29.52;34.09;76;7.0015;184
3695;2012;10;winter;no;0;good;5.74;6.06;54;19.0012;126
3696;2011;10;summer;no;1;good;28.7;32.575;58;26.0027;111
3697;2011;17;summer;no;0;good;31.16;34.09;45;15.0013;475
3698;2011;6;summer;yes;0;moderate;27.06;31.06;74;8.9981;11
3699;2012;2;winter;no;1;bad;21.32;25.0;72;19.9995;1
3700;2011;0;winter;no;1;bad;9.02;12.12;93;7.0015;2
3701;2012;14;summer;no;1;good;33.62;37.88;46;11.0014;263
3702;2011;13;spring;no;0;good;27.06;31.06;65;7.0015;367
3703;2012;2;summer;no;1;good;26.24;28.79;89;0.0;5
3704;2011;11;autumn;no;1;good;18.04;21.97;67;12.998;120
3705;2012;17;autumn;no;1;bad;16.4;20.455;50;15.0013;689
3706;2011;15;summer;no;0;good;34.44;37.12;39;19.0012;361
3707;2011;19;summer;no;0;good;26.24;30.305;69;7.0015;333
3708;2011;4;winter;no;0;bad;7.38;9.85;55;11.0014;1
3709;2011;2;spring;no;1;bad;20.5;24.24;82;19.0012;4
3710;2011;9;spring;no;1;bad;21.32;25.0;63;6.0032;162
3711;2012;22;spring;no;0;good;25.42;31.06;53;19.9995;280
3712;2011;20;winter;no;0;moderate;18.04;21.97;77;22.0028;70
3713;2012;19;autumn;no;1;good;15.58;19.695;46;26.0027;353
3714;2012;15;spring;no;1;good;22.14;25.76;37;26.0027;271
3715;2012;23;spring;no;1;good;24.6;28.79;78;0.0;95
3716;2012;19;spring;no;1;good;22.14;25.76;37;23.9994;553
3717;2011;21;winter;no;0;good;15.58;19.695;62;0.0;82
3718;2011;22;autumn;no;1;bad;22.14;25.76;94;6.0032;43
3719;2011;21;winter;no;1;good;21.32;25.0;55;26.0027;124
3720;2011;14;winter;no;1;moderate;9.02;11.365;80;11.0014;28
3721;2011;4;spring;no;1;good;17.22;21.21;62;16.9979;2
3722;2012;22;autumn;no;1;good;16.4;20.455;71;6.0032;181
3723;2011;9;winter;no;1;good;16.4;20.455;62;16.9979;185
3724;2012;18;autumn;no;1;moderate;13.12;15.15;49;15.0013;540
3725;2012;15;winter;no;1;good;18.86;22.725;67;11.0014;174
3726;2012;5;winter;yes;0;good;4.92;8.335;54;6.0032;6
3727;2012;12;autumn;no;1;bad;24.6;28.79;78;22.0028;284
3728;2011;18;summer;no;0;good;28.7;33.335;74;15.0013;292
3729;2012;18;summer;no;1;good;29.52;34.09;70;16.9979;835
3730;2011;10;spring;no;1;moderate;21.32;25.0;55;7.0015;109
3731;2012;4;autumn;no;1;moderate;11.48;12.88;52;19.9995;9
3732;2011;16;spring;no;1;good;31.16;33.335;27;8.9981;312
3733;2011;8;winter;no;1;good;11.48;13.635;70;16.9979;259
3734;2012;7;winter;no;0;bad;17.22;21.21;88;11.0014;42
3735;2011;7;autumn;no;0;good;10.66;15.15;87;0.0;26
3736;2011;0;winter;no;1;good;15.58;19.695;66;16.9979;23
3737;2011;9;spring;no;1;good;31.16;34.85;55;0.0;213
3738;2012;18;summer;no;0;bad;28.7;33.335;74;8.9981;229
3739;2011;17;autumn;no;0;good;15.58;19.695;76;8.9981;245
3740;2012;21;winter;no;1;good;9.84;10.605;41;19.0012;102
3741;2011;10;winter;no;1;good;9.02;9.85;37;22.0028;63
3742;2012;22;spring;no;0;good;28.7;32.575;58;11.0014;214
3743;2012;10;autumn;no;1;good;13.12;15.15;31;22.0028;161
3744;2011;7;winter;no;1;good;4.1;3.79;50;27.9993;99
3745;2011;5;autumn;no;1;good;18.04;21.97;82;8.9981;32
3746;2011;17;spring;no;0;moderate;22.96;26.515;88;12.998;272
3747;2012;20;autumn;no;0;good;18.04;21.97;54;0.0;192
3748;2011;7;autumn;no;0;moderate;10.66;12.88;56;15.0013;20
3749;2011;10;autumn;no;0;good;13.12;15.15;45;16.9979;200
3750;2012;5;winter;no;1;moderate;12.3;12.12;70;36.9974;21
3751;2012;11;summer;no;1;moderate;31.16;36.365;66;6.0032;214
3752;2012;17;summer;no;0;good;32.8;38.635;59;32.9975;436
3753;2012;4;winter;no;0;moderate;14.76;17.425;93;12.998;2
3754;2011;19;winter;no;0;bad;12.3;12.88;100;32.9975;11
3755;2011;2;spring;no;0;moderate;20.5;24.24;88;8.9981;52
3756;2011;9;summer;no;1;bad;24.6;27.275;88;8.9981;190
3757;2012;6;summer;no;1;good;25.42;28.03;88;7.0015;140
3758;2012;0;winter;no;1;moderate;23.78;27.275;49;31.0009;54
3759;2012;11;summer;no;1;moderate;31.98;37.12;62;11.0014;217
3760;2012;4;autumn;no;1;moderate;10.66;12.88;56;12.998;8
3761;2011;17;autumn;no;1;good;18.86;22.725;63;7.0015;485
3762;2012;4;autumn;no;1;moderate;12.3;15.91;65;7.0015;5
3763;2011;19;spring;no;1;moderate;20.5;24.24;72;12.998;276
3764;2011;22;autumn;no;1;good;21.32;25.0;72;0.0;154
3765;2011;10;autumn;no;1;moderate;22.14;25.76;88;26.0027;113
3766;2012;11;autumn;no;1;good;20.5;24.24;45;27.9993;228
3767;2012;17;spring;no;0;moderate;27.88;31.82;65;19.9995;502
3768;2012;0;summer;no;0;good;30.34;35.605;79;11.0014;161
3769;2011;11;winter;no;1;moderate;8.2;8.335;44;30.0026;37
3770;2012;0;summer;no;1;moderate;28.7;33.335;84;6.0032;65
3771;2011;7;summer;yes;0;good;27.06;30.305;83;8.9981;36
3772;2012;3;spring;no;1;moderate;27.06;31.06;69;16.9979;12
3773;2011;21;spring;no;0;good;27.88;31.82;79;8.9981;167
3774;2011;23;spring;no;1;good;20.5;24.24;68;6.0032;61
3775;2011;21;spring;no;1;good;32.8;40.15;66;8.9981;202
3776;2011;19;spring;no;0;moderate;21.32;25.0;94;27.9993;71
3777;2011;15;spring;no;1;moderate;28.7;32.575;61;19.9995;159
3778;2012;20;summer;no;0;moderate;26.24;30.305;73;12.998;274
3779;2011;17;spring;no;1;good;28.7;31.82;39;22.0028;601
3780;2011;7;autumn;no;1;good;11.48;15.91;75;0.0;247
